decision_id,option,status,token_status
United Kingdom_18,CONSENT,DISCUSSED,KNOWN
United Kingdom_20,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN
United Kingdom_10,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_7,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_16,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN
United Kingdom_17,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_21,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_19,CONSENT,DISCUSSED,KNOWN
United Kingdom_26,CONSENT,DISCUSSED,KNOWN
United Kingdom_25,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_23,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN
United Kingdom_24,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN
United Kingdom_29,CONSENT,DISCUSSED,KNOWN
United Kingdom_27,CONSENT,DISCUSSED,KNOWN
United Kingdom_28,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_22,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_30,CONSENT,DISCUSSED,KNOWN
United Kingdom_32,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_33,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_31,CONSENT,DISCUSSED,KNOWN
United Kingdom_31,CONTRACT,DISCUSSED,KNOWN
United Kingdom_31,LEGAL_OBLIGATION,DISCUSSED,KNOWN
United Kingdom_31,PUBLIC_TASK,DISCUSSED,KNOWN
United Kingdom_31,LEGITIMATE_INTERESTS,DISCUSSED,KNOWN
United Kingdom_36,NOT_DISCUSSED,DISCUSSED,UNKNOWN
United Kingdom_34,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN
United Kingdom_37,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN
United Kingdom_35,CONSENT,DISCUSSED,KNOWN
United Kingdom_39,NOT_DISCUSSED,DISCUSSED,UNKNOWN
United Kingdom_45,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_40,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_43,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_44,CONSENT,DISCUSSED,KNOWN
United Kingdom_44,LEGITIMATE_INTERESTS,DISCUSSED,KNOWN
United Kingdom_41,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN
United Kingdom_46,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_48,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN
United Kingdom_53,CONSENT,DISCUSSED,KNOWN
United Kingdom_52,CONSENT,DISCUSSED,KNOWN
United Kingdom_51,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_47,CONSENT,DISCUSSED,KNOWN
United Kingdom_49,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_50,LEGAL_OBLIGATION,DISCUSSED,KNOWN
United Kingdom_54,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_55,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_59,CONSENT,DISCUSSED,KNOWN
United Kingdom_59,LEGITIMATE_INTERESTS,DISCUSSED,KNOWN
United Kingdom_56,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_61,NONE_DISCUSSED,DISCUSSED,KNOWN
United Kingdom_60,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_57,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_63,NOT_DISCUSSED,DISCUSSED,UNKNOWN
United Kingdom_62,NONE_DISCUSSED,DISCUSSED,KNOWN
Sweden_2,CONTRACT,DISCUSSED,KNOWN
Sweden_2,LEGAL_OBLIGATION,DISCUSSED,KNOWN
Sweden_2,PUBLIC_TASK,DISCUSSED,KNOWN
Sweden_3,PUBLIC_TASK,DISCUSSED,KNOWN
Sweden_4,PUBLIC_TASK,DISCUSSED,KNOWN
Sweden_1,CONSENT,DISCUSSED,KNOWN
Sweden_1,LEGITIMATE_INTERESTS,DISCUSSED,KNOWN
