decision_id,option,status,token_status
United Kingdom_18,CONSENT,DISCUSSED,KNOWN
United Kingdom_20,NOT_APPLICABLE,DISCUSSED,UNKNOWN
United Kingdom_16,NOT_APPLICABLE,DISCUSSED,UNKNOWN
United Kingdom_17,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_21,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_19,CONSENT,DISCUSSED,KNOWN
United Kingdom_26,CONSENT,DISCUSSED,KNOWN
United Kingdom_25,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_23,NOT_APPLICABLE,DISCUSSED,UNKNOWN
United Kingdom_24,NOT_APPLICABLE,DISCUSSED,UNKNOWN
United Kingdom_29,CONSENT,DISCUSSED,KNOWN
United Kingdom_28,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_32,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_36,NOT_DISCUSSED,DISCUSSED,UNKNOWN
United Kingdom_34,NOT_APPLICABLE,DISCUSSED,UNKNOWN
United Kingdom_37,NOT_APPLICABLE,DISCUSSED,UNKNOWN
United Kingdom_35,CONSENT,DISCUSSED,KNOWN
United Kingdom_39,NOT_DISCUSSED,DISCUSSED,UNKNOWN
United Kingdom_45,NO_BASIS_CLAIMED,DISCUSSED,KNOWN
United Kingdom_44,LEGITIMATE_INTERESTS,DISCUSSED,KNOWN
United Kingdom_41,NOT_APPLICABLE,DISCUSSED,UNKNOWN
United Kingdom_48,NOT_APPLICABLE,DISCUSSED,UNKNOWN
United Kingdom_49,NO_BASIS_CLAIMED,DISCUSSED,KNOWN
United Kingdom_50,LEGAL_OBLIGATION,DISCUSSED,KNOWN
United Kingdom_54,UNCLEAR,DISCUSSED,KNOWN
United Kingdom_55,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_59,CONSENT,DISCUSSED,KNOWN
United Kingdom_59,LEGITIMATE_INTERESTS,DISCUSSED,KNOWN
United Kingdom_60,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_57,NOT_MENTIONED,DISCUSSED,UNKNOWN
United Kingdom_63,NOT_DISCUSSED,DISCUSSED,UNKNOWN
United Kingdom_62,NO_BASIS_CLAIMED,DISCUSSED,KNOWN
Sweden_2,PUBLIC_TASK,DISCUSSED,KNOWN
Sweden_3,PUBLIC_TASK,DISCUSSED,KNOWN
Sweden_4,PUBLIC_TASK,DISCUSSED,KNOWN
Sweden_1,LEGITIMATE_INTERESTS,DISCUSSED,KNOWN
